origin,destination,distance_km
Busan,WH_0999,274.96
Busan,WH_1000,295.73
Busan,WH_1001,293.38
Busan,WH_1002,297.91
Busan,WH_1003,282.53
Busan,WH_1004,300.58
Busan,WH_1005,252.47
Busan,WH_1006,286.15
Busan,WH_1007,322.29
Busan,WH_1008,297.99
Busan,WH_1009,315.43
Busan,WH_1010,299.47
Busan,WH_1011,295.0
Busan,WH_1012,297.18
Busan,WH_1013,310.78
Busan,WH_1014,279.14
Busan,WH_1015,276.97
Busan,WH_1016,263.38
Busan,WH_1017,293.86
Busan,WH_1018,281.81
Busan,WH_1019,288.86
Busan,WH_1020,291.54
Busan,WH_1021,304.83
Busan,WH_1022,275.85
Busan,WH_1023,281.53
Busan,WH_1024,288.52
Busan,WH_1025,260.48
Busan,WH_1026,304.23
Busan,WH_1027,279.79
Busan,WH_1028,290.03
Busan,WH_1029,301.07
Busan,WH_1030,279.19
Busan,WH_1031,269.67
Busan,WH_1032,316.82
Busan,WH_1033,289.91
Busan,WH_1034,258.17
Busan,WH_1035,268.59
Busan,WH_1036,267.65
Busan,WH_1037,310.1
Busan,WH_1038,293.32
Busan,WH_1039,272.67
Busan,WH_1040,297.83
Busan,WH_1041,284.37
Busan,WH_1042,261.6
Busan,WH_1043,320.78
Busan,WH_1044,291.98
Busan,WH_1045,309.01
Busan,WH_1046,288.23
Busan,WH_1047,278.01
Busan,WH_1048,276.84
Busan,WH_1049,295.89
Busan,WH_1050,281.47
Busan,WH_1051,288.47
Busan,WH_1052,298.91
Busan,WH_1053,284.61
Busan,WH_1054,301.49
Busan,WH_1055,313.36
Busan,WH_1056,276.15
Busan,WH_1057,291.15
Busan,WH_1058,304.11
Busan,WH_1059,288.81
Busan,WH_1060,282.24
Busan,WH_1061,286.88
Busan,WH_1062,308.94
Busan,WH_1063,293.24
Busan,WH_1064,311.87
Busan,WH_1065,296.61
Busan,WH_1066,289.87
Busan,WH_1067,284.15
Busan,WH_1068,274.85
Busan,WH_1069,313.37
Busan,WH_1070,307.09
Busan,WH_1071,280.16
Busan,WH_1072,267.75
Busan,WH_1073,283.31
Busan,WH_1074,278.61
Busan,WH_1075,280.9
Busan,WH_1076,285.46
Busan,WH_1077,306.16
Busan,WH_1078,289.03
Busan,WH_1079,290.02
Busan,WH_1080,269.36
Busan,WH_1081,321.26
Busan,WH_1082,297.1
Busan,WH_1083,318.4
Busan,WH_1084,257.22
Busan,WH_1085,284.85
Busan,WH_1086,326.93
Busan,WH_1087,296.38
Busan,WH_1088,253.6
Busan,WH_1089,300.13
Busan,WH_1090,280.45
Busan,WH_1091,304.8
Busan,WH_1092,285.15
Busan,WH_1093,269.26
Busan,WH_1094,260.11
Busan,WH_1095,258.99
Busan,WH_1096,287.46
Busan,WH_1097,293.37
Busan,WH_1098,296.68
Busan,WH_1099,281.56
Busan,WH_1100,300.01
Busan,WH_1101,288.35
Busan,WH_1102,294.66
Busan,WH_1103,280.82
Busan,WH_1104,293.5
Busan,WH_1105,294.84
Busan,WH_1106,263.57
Busan,WH_1107,296.86
Busan,WH_1108,255.23
Busan,WH_1109,264.24
Busan,WH_1110,287.3
Busan,WH_1111,315.06
Busan,WH_1112,279.07
Busan,WH_1113,268.62
Busan,WH_1114,287.73
Busan,WH_1115,290.49
Busan,WH_1116,273.21
Busan,WH_1117,262.85
Busan,WH_1118,274.06
Busan,WH_1119,267.84
Busan,WH_1120,271.86
Busan,WH_1121,276.71
Busan,WH_1122,291.04
Busan,WH_1123,280.17
Busan,WH_1124,289.11
Busan,WH_1125,281.23
Busan,WH_1126,283.08
Busan,WH_1127,287.39
Busan,WH_1128,272.05
Busan,WH_1129,299.77
Busan,WH_1130,319.64
Busan,WH_1131,288.37
Busan,WH_1132,261.92
Busan,WH_1133,280.66
Busan,WH_1134,305.14
Busan,WH_1135,283.52
Busan,WH_1136,275.21
Busan,WH_1137,271.68
Busan,WH_1138,299.26
Busan,WH_1139,320.05
Busan,WH_1140,279.28
Busan,WH_1141,296.47
Busan,WH_1142,284.29
Busan,WH_1143,299.95
Busan,WH_1144,311.99
Busan,WH_1145,280.89
Busan,WH_1146,302.16
Busan,WH_1147,274.19
Busan,WH_1148,247.46
Busan,WH_1149,321.28
Busan,WH_1150,277.05
Busan,WH_1151,275.18
Busan,WH_1152,290.3
Busan,WH_1153,285.26
Busan,WH_1154,287.87
Busan,WH_1155,297.27
Busan,WH_1156,285.13
Busan,WH_1157,271.16
Busan,WH_1158,294.1
Busan,WH_1159,252.75
Busan,WH_1160,268.14
Busan,WH_1161,306.06
Busan,WH_1162,256.2
Busan,WH_1163,289.11
Busan,WH_1164,290.29
Busan,WH_1165,288.1
Busan,WH_1166,300.01
Busan,WH_1167,302.72
Busan,WH_1168,286.89
Busan,WH_1169,268.17
Busan,WH_1170,284.69
Busan,WH_1171,278.47
Busan,WH_1172,274.89
Busan,WH_1173,279.49
Busan,WH_1174,277.27
Busan,WH_1175,287.22
Busan,WH_1176,294.71
Busan,WH_1177,277.05
Busan,WH_1178,293.26
Busan,WH_1179,299.26
Busan,WH_1180,303.25
Busan,WH_1181,271.96
Busan,WH_1182,262.22
Busan,WH_1183,287.49
Busan,WH_1184,289.14
Busan,WH_1185,267.65
Busan,WH_1186,284.78
Busan,WH_1187,285.59
Busan,WH_1188,271.72
Busan,WH_1189,300.72
Busan,WH_1190,284.66
Busan,WH_1191,308.23
Busan,WH_1192,290.42
Busan,WH_1193,292.76
Busan,WH_1194,284.21
Busan,WH_1195,280.68
Busan,WH_1196,298.28
Busan,WH_1197,283.89
Busan,WH_1198,284.33
Busan,WH_1199,279.55
Busan,WH_1200,308.6
Busan,WH_1201,280.03
Busan,WH_1202,296.69
Busan,WH_1203,264.47
Busan,WH_1204,300.29
Busan,WH_1205,280.54
Busan,WH_1206,281.65
Busan,WH_1207,291.41
Busan,WH_1208,260.71
Busan,WH_1209,301.09
Busan,WH_1210,294.11
Busan,WH_1211,315.3
Busan,WH_1212,271.85
Busan,WH_1213,298.29
Busan,WH_1214,281.79
Busan,WH_1215,264.19
Busan,WH_1216,287.06
Busan,WH_1217,310.84
Busan,WH_1218,263.85
Busan,WH_1219,296.1
Busan,WH_1220,283.16
Busan,WH_1221,293.23
Busan,WH_1222,282.9
Busan,WH_1223,285.22
Busan,WH_1224,306.69
Busan,WH_1225,273.05
Busan,WH_1226,292.98
Busan,WH_1227,297.94
Busan,WH_1228,297.02
Busan,WH_1229,285.19
Busan,WH_1230,292.53
Busan,WH_1231,280.75
Busan,WH_1232,288.22
Busan,WH_1233,307.28
Busan,WH_1234,266.74
Busan,WH_1235,288.87
Busan,WH_1236,302.73
Busan,WH_1237,295.45
Busan,WH_1238,267.15
Busan,WH_1239,296.56
Busan,WH_1240,286.06
Busan,WH_1241,251.5
Busan,WH_1242,300.0
Busan,WH_1243,306.87
Busan,WH_1244,284.37
Busan,WH_1245,261.28
Busan,WH_1246,279.25
Busan,WH_1247,294.97
Busan,WH_1248,288.33
Busan,WH_1249,273.43
Busan,WH_1250,270.51
Busan,WH_1251,253.04
Busan,WH_1252,285.72
Busan,WH_1253,303.65
Busan,WH_1254,273.19
Busan,WH_1255,266.96
Busan,WH_1256,281.89
Busan,WH_1257,283.06
Busan,WH_1258,283.46
Busan,WH_1259,279.27
Busan,WH_1260,295.54
Busan,WH_1261,290.38
Busan,WH_1262,278.94
Busan,WH_1263,300.47
Busan,WH_1264,295.37
Busan,WH_1265,275.2
Busan,WH_1266,297.29
Busan,WH_1267,297.87
Busan,WH_1268,285.85
Busan,WH_1269,294.1
Busan,WH_1270,276.39
Busan,WH_1271,321.91
Busan,WH_1272,276.15
Busan,WH_1273,304.02
Busan,WH_1274,306.42
Busan,WH_1275,309.6
Busan,WH_1276,277.34
Busan,WH_1277,269.22
Busan,WH_1278,298.25
Busan,WH_1279,272.08
Busan,WH_1280,281.17
Busan,WH_1281,317.6
Busan,WH_1282,281.2
Busan,WH_1283,285.65
Busan,WH_1284,276.83
Busan,WH_1285,296.78
Busan,WH_1286,315.87
Busan,WH_1287,281.41
Busan,WH_1288,304.22
Busan,WH_1289,281.93
Busan,WH_1290,281.02
Busan,WH_1291,288.49
Busan,WH_1292,244.9
Busan,WH_1293,275.89
Busan,WH_1294,300.87
Busan,WH_1295,300.75
Busan,WH_1296,282.54
Busan,WH_1297,282.02
Busan,WH_1298,262.0
Busan,WH_1299,282.31
Busan,WH_1300,285.8
Busan,WH_1301,284.71
Busan,WH_1302,292.14
Busan,WH_1303,313.63
Busan,WH_1304,283.49
Busan,WH_1305,275.64
Busan,WH_1306,277.53
Busan,WH_1307,289.0
Busan,WH_1308,269.89
Busan,WH_1309,311.25
Busan,WH_1310,291.7
Busan,WH_1311,277.75
Busan,WH_1312,272.62
Busan,WH_1313,280.69
Busan,WH_1314,271.94
Busan,WH_1315,282.01
Busan,WH_1316,275.83
Busan,WH_1317,244.94
Busan,WH_1318,311.09
Busan,WH_1319,309.9
Busan,WH_1320,295.97
Busan,WH_1321,272.77
Busan,WH_1322,258.5
Busan,WH_1323,306.69
Busan,WH_1324,301.73
Busan,WH_1325,296.0
Busan,WH_1326,314.4
Busan,WH_1327,299.33
Busan,WH_1328,267.67
Busan,WH_1329,263.63
Busan,WH_1330,265.55
Busan,WH_1331,297.86
Busan,WH_1332,290.26
Busan,WH_1333,262.59
Busan,WH_1334,287.02
Busan,WH_1335,256.97
Busan,WH_1336,271.54
Busan,WH_1337,325.17
Busan,WH_1338,304.15
Busan,WH_1339,277.1
Busan,WH_1340,290.57
Busan,WH_1341,265.24
Busan,WH_1342,270.95
Busan,WH_1343,276.46
Busan,WH_1344,272.54
Busan,WH_1345,278.12
Busan,WH_1346,296.85
Busan,WH_1347,297.75
Busan,WH_1348,293.19
Busan,WH_1349,261.21
Busan,WH_1350,280.21
Busan,WH_1351,309.69
Busan,WH_1352,303.86
Busan,WH_1353,312.32
Busan,WH_1354,263.27
Busan,WH_1355,296.05
Busan,WH_1356,321.64
Busan,WH_1357,319.67
Busan,WH_1358,324.02
Busan,WH_1359,310.83
Busan,WH_1360,304.93
Busan,WH_1361,308.08
Busan,WH_1362,315.92
Busan,WH_1363,312.44
Busan,WH_1364,290.97
Busan,WH_1365,289.07
Busan,WH_1366,308.26
Busan,WH_1367,279.63
Busan,WH_1368,304.07
Busan,WH_1369,260.23
Busan,WH_1370,292.18
Busan,WH_1371,293.78
Busan,WH_1372,301.38
Busan,WH_1373,305.53
Busan,WH_1374,317.28
Busan,WH_1375,323.85
Busan,WH_1376,285.98
Busan,WH_1377,309.56
Busan,WH_1378,311.24
Busan,WH_1379,304.79
Busan,WH_1380,321.69
Busan,WH_1381,299.56
Busan,WH_1382,314.08
Busan,WH_1383,309.06
Busan,WH_1384,283.46
Busan,WH_1385,295.44
Busan,WH_1386,291.29
Busan,WH_1387,287.09
Busan,WH_1388,298.34
Busan,WH_1389,325.01
Busan,WH_1390,318.48
Busan,WH_1391,311.8
Busan,WH_1392,296.53
Busan,WH_1393,308.26
Busan,WH_1394,293.33
Busan,WH_1395,324.63
Busan,WH_1396,290.6
Busan,WH_1397,318.94
Busan,WH_1398,325.95
Busan,WH_1399,317.46
Busan,WH_1400,310.3
Busan,WH_1401,324.26
Busan,WH_1402,315.13
Busan,WH_1403,279.11
Busan,WH_1404,312.98
Busan,WH_1405,311.1
Busan,WH_1406,200.77
Busan,WH_1407,229.33
Busan,WH_1408,202.48
Busan,WH_1409,196.19
Busan,WH_1410,210.8
Busan,WH_1411,192.91
Busan,WH_1412,214.65
Busan,WH_1413,224.69
Busan,WH_1414,234.27
Busan,WH_1415,222.03
Busan,WH_1416,217.09
Busan,WH_1417,200.22
Busan,WH_1418,233.71
Busan,WH_1419,191.89
Busan,WH_1420,207.51
Busan,WH_1421,229.89
Busan,WH_1422,206.01
Busan,WH_1423,206.31
Busan,WH_1424,256.22
Busan,WH_1425,215.42
Busan,WH_1426,211.45
Busan,WH_1427,226.9
Busan,WH_1428,204.84
Busan,WH_1429,200.23
Busan,WH_1430,233.53
Busan,WH_1431,202.86
Busan,WH_1432,201.11
Busan,WH_1433,234.29
Busan,WH_1434,204.92
Busan,WH_1435,208.74
Busan,WH_1436,243.9
Busan,WH_1437,227.33
Busan,WH_1438,227.33
Busan,WH_1439,221.26
Busan,WH_1440,208.67
Busan,WH_1441,242.49
Busan,WH_1442,220.25
Busan,WH_1443,210.12
Busan,WH_1444,214.57
Busan,WH_1445,205.03
Busan,WH_1446,216.11
Busan,WH_1447,235.51
Busan,WH_1448,209.0
Busan,WH_1449,255.85
Busan,WH_1450,218.62
Busan,WH_1451,197.89
Busan,WH_1452,237.54
Busan,WH_1453,226.23
Busan,WH_1454,205.66
Busan,WH_1455,236.34
Busan,WH_1456,221.32
Busan,WH_1457,225.01
Busan,WH_1458,228.43
Busan,WH_1459,199.44
Busan,WH_1460,215.24
Busan,WH_1461,210.91
Busan,WH_1462,246.26
Busan,WH_1463,226.09
Busan,WH_1464,217.52
Busan,WH_1465,226.23
Busan,WH_1466,244.33
Busan,WH_1467,238.65
Busan,WH_1468,195.37
Busan,WH_1469,215.37
Busan,WH_1470,220.99
Busan,WH_1471,240.5
Busan,WH_1472,231.18
Busan,WH_1473,203.27
Busan,WH_1474,210.69
Busan,WH_1475,215.24
Busan,WH_1476,231.0
Busan,WH_1477,217.91
Busan,WH_1478,218.18
Busan,WH_1479,237.84
Busan,WH_1480,220.86
Busan,WH_1481,217.86
Busan,WH_1482,195.46
Busan,WH_1483,223.97
Busan,WH_1484,222.09
Busan,WH_1485,245.35
Busan,WH_1486,195.8
Busan,WH_1487,201.95
Busan,WH_1488,254.95
Busan,WH_1489,245.65
Busan,WH_1490,254.87
Busan,WH_1491,248.92
Busan,WH_1492,249.17
Busan,WH_1493,244.23
Busan,WH_1494,253.59
Busan,WH_1495,245.09
Busan,WH_1496,273.31
Busan,WH_1497,234.16
Busan,WH_1498,268.01
Busan,WH_1499,245.45
Busan,WH_1500,261.16
Busan,WH_1501,259.58
Busan,WH_1502,261.44
Busan,WH_1503,280.54
Busan,WH_1504,274.88
Busan,WH_1505,285.47
Busan,WH_1506,271.23
Busan,WH_1507,255.32
Busan,WH_1508,257.62
Busan,WH_1509,279.56
Busan,WH_1510,255.39
Busan,WH_1511,248.94
Busan,WH_1512,247.68
Busan,WH_1513,272.24
Busan,WH_1514,228.69
Busan,WH_1515,259.1
Busan,WH_1516,238.22
Busan,WH_1517,253.93
Busan,WH_1518,253.97
Busan,WH_1519,245.62
Busan,WH_1520,233.9
Busan,WH_1521,252.64
Busan,WH_1522,259.45
Busan,WH_1523,273.9
Busan,WH_1524,246.73
Busan,WH_1525,259.64
Busan,WH_1526,254.73
Busan,WH_1527,200.76
Busan,WH_1528,242.2
Busan,WH_1529,252.19
Busan,WH_1530,257.32
Busan,WH_1531,262.35
Busan,WH_1532,236.06
Busan,WH_1533,260.56
Busan,WH_1534,280.26
Busan,WH_1535,259.18
Busan,WH_1536,265.04
Busan,WH_1537,249.18
Busan,WH_1538,251.35
Busan,WH_1539,228.37
Busan,WH_1540,268.55
Busan,WH_1541,249.44
Busan,WH_1542,272.13
Busan,WH_1543,253.67
Busan,WH_1544,255.81
Busan,WH_1545,250.0
Busan,WH_1546,239.75
Busan,WH_1547,233.94
Busan,WH_1548,268.97
Busan,WH_1549,195.14
Busan,WH_1550,171.85
Busan,WH_1551,169.78
Busan,WH_1552,187.53
Busan,WH_1553,180.42
Busan,WH_1554,155.37
Busan,WH_1555,174.8
Busan,WH_1556,179.58
Busan,WH_1557,190.05
Busan,WH_1558,157.87
Busan,WH_1559,198.19
Busan,WH_1560,183.51
Busan,WH_1561,176.64
Busan,WH_1562,180.79
Busan,WH_1563,177.41
Busan,WH_1564,181.09
Busan,WH_1565,184.07
Busan,WH_1566,194.5
Busan,WH_1567,194.69
Busan,WH_1568,196.13
Busan,WH_1569,191.21
Busan,WH_1570,192.18
Busan,WH_1571,187.58
Busan,WH_1572,197.16
Busan,WH_1573,155.01
Busan,WH_1574,189.49
Busan,WH_1575,181.62
Busan,WH_1576,197.37
Busan,WH_1577,187.94
Busan,WH_1578,172.99
Busan,WH_1579,184.35
Busan,WH_1580,162.92
Busan,WH_1581,187.24
Busan,WH_1582,209.23
Busan,WH_1583,179.89
Busan,WH_1584,183.08
Busan,WH_1585,214.15
Busan,WH_1586,165.27
Busan,WH_1587,162.1
Busan,WH_1588,178.16
Busan,WH_1589,206.86
Busan,WH_1590,179.93
Busan,WH_1591,193.79
Busan,WH_1592,216.54
Busan,WH_1593,193.18
Busan,WH_1594,181.73
Busan,WH_1595,193.68
Busan,WH_1596,186.02
Busan,WH_1597,169.07
Busan,WH_1598,168.47
Busan,WH_1599,163.82
Busan,WH_1600,200.8
Busan,WH_1601,207.34
Busan,WH_1602,184.14
Busan,WH_1603,167.33
Busan,WH_1604,183.78
Busan,WH_1605,161.33
Busan,WH_1606,185.9
Busan,WH_1607,186.39
Busan,WH_1608,196.37
Busan,WH_1609,203.42
Busan,WH_1610,171.37
Busan,WH_1611,184.49
Busan,WH_1612,198.43
Busan,WH_1613,178.22
Busan,WH_1614,202.02
Busan,WH_1615,176.76
Busan,WH_1616,202.04
Busan,WH_1617,184.02
Busan,WH_1618,174.92
Busan,WH_1619,182.93
Busan,WH_1620,179.08
Busan,WH_1621,185.7
Busan,WH_1622,186.36
Busan,WH_1623,204.24
Busan,WH_1624,177.48
Busan,WH_1625,188.99
Busan,WH_1626,183.67
Busan,WH_1627,201.06
Busan,WH_1628,206.42
Busan,WH_1629,153.4
Busan,WH_1630,193.81
Busan,WH_1631,193.04
Busan,WH_1632,197.38
Busan,WH_1633,210.78
Busan,WH_1634,203.54
Busan,WH_1635,167.09
Busan,WH_1636,202.74
Busan,WH_1637,198.31
Busan,WH_1638,177.85
Busan,WH_1639,191.36
Busan,WH_1640,198.27
Busan,WH_1641,199.42
Busan,WH_1642,180.73
Busan,WH_1643,183.9
Busan,WH_1644,192.76
Busan,WH_1645,178.2
Busan,WH_1646,208.43
Busan,WH_1647,207.15
Busan,WH_1648,186.94
Busan,WH_1649,198.94
Busan,WH_1650,174.41
Busan,WH_1651,206.15
Busan,WH_1652,202.8
Busan,WH_1653,178.35
Busan,WH_1654,205.82
Busan,WH_1655,164.2
Busan,WH_1656,187.72
Busan,WH_1657,204.6
Busan,WH_1658,178.03
Busan,WH_1659,215.89
Busan,WH_1660,204.8
Busan,WH_1661,214.41
Busan,WH_1662,202.86
Busan,WH_1663,173.79
Busan,WH_1664,192.23
Busan,WH_1665,201.32
Busan,WH_1666,212.72
Busan,WH_1667,154.85
Busan,WH_1668,196.64
Busan,WH_1669,215.62
Busan,WH_1670,201.34
Busan,WH_1671,182.3
Busan,WH_1672,208.21
Busan,WH_1673,183.04
Busan,WH_1674,211.9
Busan,WH_1675,192.31
Busan,WH_1676,181.52
Busan,WH_1677,197.84
Busan,WH_1678,194.9
Busan,WH_1679,204.81
Busan,WH_1680,200.31
Busan,WH_1681,193.45
Busan,WH_1682,214.07
Busan,WH_1683,186.36
Busan,WH_1684,183.53
Busan,WH_1685,192.48
Busan,WH_1686,185.89
Busan,WH_1687,198.26
Busan,WH_1688,200.68
Busan,WH_1689,205.45
Busan,WH_1690,205.23
Busan,WH_1691,207.6
Busan,WH_1692,193.39
Busan,WH_1693,201.52
Busan,WH_1694,189.6
Busan,WH_1695,182.97
Busan,WH_1696,220.37
Busan,WH_1697,191.57
Busan,WH_1698,199.0
Busan,WH_1699,194.09
Busan,WH_1700,206.64
Busan,WH_1701,198.14
Busan,WH_1702,156.19
Busan,WH_1703,198.83
Busan,WH_1704,207.29
Busan,WH_1705,190.47
Busan,WH_1706,216.72
Busan,WH_1707,193.36
Busan,WH_1708,211.52
Busan,WH_1709,182.36
Busan,WH_1710,208.08
Busan,WH_1711,190.23
Busan,WH_1712,213.55
Busan,WH_1713,178.68
Busan,WH_1714,205.0
Busan,WH_1715,134.33
Busan,WH_1716,115.61
Busan,WH_1717,150.14
Busan,WH_1718,145.68
Busan,WH_1719,162.9
Busan,WH_1720,119.24
Busan,WH_1721,149.26
Busan,WH_1722,136.84
Busan,WH_1723,152.64
Busan,WH_1724,138.3
Busan,WH_1725,159.76
Busan,WH_1726,175.86
Busan,WH_1727,139.4
Busan,WH_1728,127.49
Busan,WH_1729,136.99
Busan,WH_1730,143.58
Busan,WH_1731,166.3
Busan,WH_1732,146.13
Busan,WH_1733,141.29
Busan,WH_1734,153.85
Busan,WH_1735,143.19
Busan,WH_1736,147.45
Busan,WH_1737,178.93
Busan,WH_1738,154.53
Busan,WH_1739,148.57
Busan,WH_1740,141.29
Busan,WH_1741,140.06
Busan,WH_1742,126.02
Busan,WH_1743,109.43
Busan,WH_1744,155.5
Busan,WH_1745,137.96
Busan,WH_1746,105.59
Busan,WH_1747,148.35
Busan,WH_1748,150.24
Busan,WH_1749,154.56
Busan,WH_1750,123.82
Busan,WH_1751,160.47
Busan,WH_1752,135.73
Busan,WH_1753,144.1
Busan,WH_1754,133.43
Busan,WH_1755,144.25
Busan,WH_1756,143.97
Busan,WH_1757,174.19
Busan,WH_1758,144.28
Busan,WH_1759,180.18
Busan,WH_1760,170.72
Busan,WH_1761,143.28
Busan,WH_1762,122.75
Busan,WH_1763,145.57
Busan,WH_1764,147.66
Busan,WH_1765,146.64
Busan,WH_1766,158.0
Busan,WH_1767,147.84
Busan,WH_1768,142.88
Busan,WH_1769,135.53
Busan,WH_1770,146.45
Busan,WH_1771,173.72
Busan,WH_1772,136.26
Busan,WH_1773,165.75
Busan,WH_1774,144.24
Busan,WH_1775,169.56
Busan,WH_1776,142.13
Busan,WH_1777,143.94
Busan,WH_1778,162.49
Busan,WH_1779,126.64
Busan,WH_1780,146.76
Busan,WH_1781,163.98
Busan,WH_1782,105.09
Busan,WH_1783,153.6
Busan,WH_1784,119.95
Busan,WH_1785,175.48
Busan,WH_1786,164.17
Busan,WH_1787,133.67
Busan,WH_1788,153.37
Busan,WH_1789,183.23
Busan,WH_1790,149.91
Busan,WH_1791,98.68
Busan,WH_1792,119.51
Busan,WH_1793,170.12
Busan,WH_1794,148.47
Busan,WH_1795,134.21
Busan,WH_1796,145.19
Busan,WH_1797,147.94
Busan,WH_1798,123.51
Busan,WH_1799,157.66
Busan,WH_1800,28.68
Busan,WH_1801,5.61
Busan,WH_1802,33.11
Busan,WH_1803,43.45
Busan,WH_1804,48.6
Busan,WH_1805,55.33
Busan,WH_1806,52.2
Busan,WH_1807,59.14
Busan,WH_1808,15.99
Busan,WH_1809,45.03
Busan,WH_1810,38.92
Busan,WH_1811,43.72
Busan,WH_1812,35.68
Busan,WH_1813,11.09
Busan,WH_1814,25.62
Busan,WH_1815,42.67
Busan,WH_1816,27.37
Busan,WH_1817,11.42
Busan,WH_1818,41.15
Busan,WH_1819,48.74
Busan,WH_1820,37.25
Busan,WH_1821,44.17
Busan,WH_1822,27.03
Busan,WH_1823,33.78
Busan,WH_1824,36.07
Busan,WH_1825,37.79
Busan,WH_1826,36.44
Busan,WH_1827,51.98
Busan,WH_1828,40.92
Busan,WH_1829,42.46
Busan,WH_1830,40.15
Busan,WH_1831,54.96
Busan,WH_1832,26.35
Busan,WH_1833,57.82
Busan,WH_1834,25.62
Busan,WH_1835,53.85
Busan,WH_1836,34.48
Busan,WH_1837,46.44
Busan,WH_1838,55.31
Busan,WH_1839,9.59
Busan,WH_1840,57.57
Busan,WH_1841,34.86
Busan,WH_1842,8.71
Busan,WH_1843,46.17
Busan,WH_1844,40.54
Busan,WH_1845,42.01
Busan,WH_1846,2.02
Busan,WH_1847,29.1
Busan,WH_1848,68.53
Busan,WH_1849,33.27
Busan,WH_1850,34.47
Busan,WH_1851,22.21
Busan,WH_1852,42.28
Busan,WH_1853,18.66
Busan,WH_1854,50.1
Busan,WH_1855,41.67
Busan,WH_1856,59.88
Busan,WH_1857,52.63
Busan,WH_1858,38.35
Busan,WH_1859,73.37
Busan,WH_1860,31.71
Busan,WH_1861,50.96
Busan,WH_1862,69.4
Busan,WH_1863,43.5
Busan,WH_1864,47.69
Busan,WH_1865,43.16
Busan,WH_1866,44.1
Busan,WH_1867,32.31
Busan,WH_1868,19.62
Busan,WH_1869,36.14
Busan,WH_1870,68.61
Busan,WH_1871,58.02
Busan,WH_1872,56.46
Busan,WH_1873,50.62
Busan,WH_1874,56.93
Busan,WH_1875,25.31
Busan,WH_1876,42.14
Busan,WH_1877,69.44
Busan,WH_1878,52.81
Busan,WH_1879,74.47
Busan,WH_1880,29.29
Busan,WH_1881,40.1
Busan,WH_1882,25.46
Busan,WH_1883,52.69
Busan,WH_1884,27.62
Busan,WH_1885,51.94
Busan,WH_1886,20.9
Busan,WH_1887,46.77
Busan,WH_1888,34.37
Busan,WH_1889,62.42
Busan,WH_1890,68.46
Busan,WH_1891,56.28
Busan,WH_1892,47.58
Busan,WH_1893,59.31
Busan,WH_1894,45.15
Busan,WH_1895,27.74
Busan,WH_1896,44.1
Busan,WH_1897,9.44
Busan,WH_1898,23.17
Busan,WH_1899,27.48
Busan,WH_1900,21.85
Busan,WH_1901,66.61
Busan,WH_1902,13.04
Busan,WH_1903,30.09
Busan,WH_1904,34.37
Busan,WH_1905,292.68
Busan,WH_1906,297.1
Busan,WH_1907,293.27
Busan,WH_1908,287.43
Busan,WH_1909,304.23
Busan,WH_1910,326.61
Busan,WH_1911,318.14
Busan,WH_1912,297.15
Busan,WH_1913,300.01
Busan,WH_1914,295.38
Busan,WH_1915,306.74
Busan,WH_1916,301.77
Busan,WH_1917,295.27
Busan,WH_1918,308.53
Busan,WH_1919,308.31
Busan,WH_1920,326.08
Busan,WH_1921,306.84
Busan,WH_1922,292.25
Busan,WH_1923,284.78
Busan,WH_1924,265.67
Chungbuk,WH_0001,130.99
Chungbuk,WH_0002,119.18
Chungbuk,WH_0003,116.27
Chungbuk,WH_0004,117.12
Chungbuk,WH_0005,156.31
Chungbuk,WH_0006,120.76
Chungbuk,WH_0007,112.78
Chungbuk,WH_0008,124.52
Chungbuk,WH_0009,125.53
Chungbuk,WH_0010,127.24
Chungbuk,WH_0011,121.84
Chungbuk,WH_0012,109.25
Chungbuk,WH_0013,122.5
Chungbuk,WH_0014,126.62
Chungbuk,WH_0015,133.17
Chungbuk,WH_0016,106.62
Chungbuk,WH_0017,111.64
Chungbuk,WH_0018,150.36
Chungbuk,WH_0019,127.69
Chungbuk,WH_0020,122.78
Chungbuk,WH_0021,118.1
Chungbuk,WH_0022,115.78
Chungbuk,WH_0023,122.45
Chungbuk,WH_0024,115.57
Chungbuk,WH_0025,104.64
Chungbuk,WH_0026,97.19
Chungbuk,WH_0027,111.73
Chungbuk,WH_0028,110.74
Chungbuk,WH_0029,114.39
Chungbuk,WH_0030,97.67
Chungbuk,WH_0031,109.34
Chungbuk,WH_0032,222.87
Chungbuk,WH_0033,207.78
Chungbuk,WH_0034,223.39
Chungbuk,WH_0035,182.51
Chungbuk,WH_0036,234.3
Chungbuk,WH_0037,221.56
Chungbuk,WH_0038,216.07
Chungbuk,WH_0039,229.38
Chungbuk,WH_0040,215.6
Chungbuk,WH_0041,248.85
Chungbuk,WH_0042,207.63
Chungbuk,WH_0043,228.58
Chungbuk,WH_0044,223.5
Chungbuk,WH_0045,227.05
Chungbuk,WH_0046,218.67
Chungbuk,WH_0047,196.83
Chungbuk,WH_0048,203.41
Chungbuk,WH_0049,198.12
Chungbuk,WH_0050,234.36
Chungbuk,WH_0051,227.73
Chungbuk,WH_0052,190.02
Chungbuk,WH_0053,186.88
Chungbuk,WH_0054,240.4
Chungbuk,WH_0055,198.28
Chungbuk,WH_0056,220.35
Chungbuk,WH_0057,210.71
Chungbuk,WH_0058,205.77
Chungbuk,WH_0059,202.87
Chungbuk,WH_0060,228.92
