lane_id,distance_km,delayed_shipments,penalty_cost_usd
Busan-WH_0850,259.59,8,982.97
Busan-WH_0851,293.96,12,836.93
Busan-WH_0852,302.78,6,936.23
Busan-WH_0853,301.14,11,410.06
Busan-WH_0854,261.48,17,721.81
Busan-WH_0855,283.44,12,432.21
Busan-WH_0856,296.53,13,374.22
Busan-WH_0857,299.59,6,769.34
Busan-WH_0858,266.7,15,1170.97
Busan-WH_0859,282.31,10,1145.32
Busan-WH_0860,280.96,9,1350.39
Busan-WH_0861,267.57,14,473.15
Busan-WH_0862,282.52,14,1190.98
Busan-WH_0863,300.98,2,908.66
Busan-WH_0864,299.33,18,1395.9
Busan-WH_0865,292.88,6,990.13
Busan-WH_0866,268.58,19,1427.47
Busan-WH_0867,272.69,2,1410.53
Busan-WH_0868,276.73,2,864.11
Busan-WH_0869,276.22,13,804.19
Busan-WH_0870,298.26,6,981.72
Busan-WH_0871,273.14,2,506.81
Busan-WH_0872,281.36,7,1248.0
Busan-WH_0873,276.85,8,1057.15
Busan-WH_0874,249.18,1,864.64
Busan-WH_0875,271.15,14,479.65
Busan-WH_0876,311.98,12,1286.22
Busan-WH_0877,287.12,3,927.02
Busan-WH_0878,300.07,8,705.66
Busan-WH_0879,286.84,10,352.16
Busan-WH_0880,306.68,18,522.53
Busan-WH_0881,269.38,9,1355.37
Busan-WH_0882,313.13,15,1177.03
Busan-WH_0883,278.29,13,521.0
Busan-WH_0884,297.03,2,1028.17
Busan-WH_0885,284.63,19,635.09
Busan-WH_0886,278.4,10,1034.39
Busan-WH_0887,300.52,9,876.45
Busan-WH_0888,293.57,8,1342.83
Busan-WH_0889,277.81,3,911.38
Busan-WH_0890,272.82,19,595.62
Busan-WH_0891,295.48,2,1393.93
Busan-WH_0892,267.9,11,1323.97
Busan-WH_0893,293.69,9,1247.63
Busan-WH_0894,293.36,9,1164.31
Busan-WH_0895,260.0,7,511.31
Busan-WH_0896,274.27,2,1199.04
Busan-WH_0897,277.36,7,672.34
Busan-WH_0898,261.64,10,790.0
Busan-WH_0899,293.82,3,208.61
Busan-WH_0900,302.1,2,686.11
Busan-WH_0901,252.32,3,1004.28
Busan-WH_0902,278.59,13,943.07
Busan-WH_0903,291.57,6,318.25
Busan-WH_0904,299.15,19,634.52
Busan-WH_0905,268.48,5,943.25
Busan-WH_0906,293.99,2,994.99
Busan-WH_0907,303.56,12,1146.59
Busan-WH_0908,288.42,9,1471.07
Busan-WH_0909,297.1,6,526.49
Busan-WH_0910,296.19,17,662.39
Busan-WH_0911,267.18,2,1129.35
Busan-WH_0912,262.46,14,135.0
Busan-WH_0913,303.73,2,111.92
Busan-WH_0914,312.62,4,663.55
Busan-WH_0915,269.75,18,496.55
Busan-WH_0916,248.59,2,326.47
Busan-WH_0917,305.39,17,1265.2
Busan-WH_0918,314.17,15,662.12
Busan-WH_0919,284.82,15,1320.9
Busan-WH_0920,303.19,11,1464.58
Busan-WH_0921,298.07,5,379.2
Busan-WH_0922,293.66,14,957.53
Busan-WH_0923,272.56,3,271.25
Busan-WH_0924,291.12,6,488.49
Busan-WH_0925,309.29,17,855.15
Busan-WH_0926,277.28,19,949.06
Busan-WH_0927,270.48,16,1077.26
Busan-WH_0928,262.53,19,120.25
Busan-WH_0929,275.56,10,525.97
Busan-WH_0930,277.12,11,1027.87
Busan-WH_0931,287.15,3,909.1
Busan-WH_0932,279.01,17,502.11
Busan-WH_0933,283.82,12,619.71
Busan-WH_0934,308.69,8,1215.31
Busan-WH_0935,262.79,16,388.73
Busan-WH_0936,291.5,15,361.09
Busan-WH_0937,301.62,11,1247.42
Busan-WH_0938,270.23,11,294.72
Busan-WH_0939,276.44,8,583.08
Busan-WH_0940,299.66,9,647.29
Busan-WH_0941,280.84,8,414.08
Busan-WH_0942,297.48,8,1078.09
Busan-WH_0943,279.3,12,140.07
Busan-WH_0944,287.69,14,1190.12
Busan-WH_0945,272.0,16,261.27
Busan-WH_0946,290.43,6,1303.47
Busan-WH_0947,270.3,19,451.77
Busan-WH_0948,264.92,3,201.9
Busan-WH_0949,287.29,6,1039.17
Busan-WH_0950,312.18,18,1112.94
Busan-WH_0951,294.4,19,185.37
Busan-WH_0952,308.63,7,1059.22
Busan-WH_0953,288.73,10,1246.11
Busan-WH_0954,296.51,1,930.27
Busan-WH_0955,282.67,13,357.24
Busan-WH_0956,267.05,10,627.16
Busan-WH_0957,311.7,15,347.33
Busan-WH_0958,273.36,5,355.39
Busan-WH_0959,279.75,17,407.31
Busan-WH_0960,266.42,7,1058.87
Busan-WH_0961,246.98,8,1318.94
Busan-WH_0962,270.94,4,485.09
Busan-WH_0963,302.47,18,557.53
Busan-WH_0964,294.56,16,316.35
Busan-WH_0965,281.39,7,271.58
Busan-WH_0966,287.86,12,522.07
Busan-WH_0967,267.24,12,360.21
Busan-WH_0968,302.81,12,268.21
Busan-WH_0969,267.62,15,911.35
Busan-WH_0970,286.4,18,1000.79
Busan-WH_0971,271.45,12,769.34
Busan-WH_0972,312.08,6,756.67
Busan-WH_0973,287.28,19,1133.11
Busan-WH_0974,282.13,1,247.28
Busan-WH_0975,277.3,15,1404.88
Busan-WH_0976,260.9,17,619.3
Busan-WH_0977,284.89,18,980.34
Busan-WH_0978,309.71,15,803.76
Busan-WH_0979,268.31,4,1211.14
Busan-WH_0980,284.23,15,830.86
Busan-WH_0981,300.73,11,497.71
Busan-WH_0982,321.65,5,234.25
Busan-WH_0983,269.55,16,1009.02
Busan-WH_0984,287.76,2,126.61
Busan-WH_0985,295.69,15,1374.49
Busan-WH_0986,298.54,15,409.17
Busan-WH_0987,293.49,16,663.72
Busan-WH_0988,321.02,14,902.24
Busan-WH_0989,307.84,11,1083.34
Busan-WH_0990,298.54,14,576.64
Busan-WH_0991,253.81,12,618.45
Busan-WH_0992,293.44,17,131.45
Busan-WH_0993,301.13,5,1149.98
Busan-WH_0994,285.22,9,510.93
Busan-WH_0995,289.32,6,1124.02
Busan-WH_0996,266.93,7,1263.11
Busan-WH_0997,281.19,7,798.5
Busan-WH_0998,298.05,2,1460.84
Busan-WH_0999,274.96,13,888.31
Busan-WH_1000,295.73,3,993.13
Busan-WH_1001,293.38,16,1311.65
Busan-WH_1002,297.91,7,1174.73
Busan-WH_1003,282.53,2,919.49
Busan-WH_1004,300.58,4,1077.23
Busan-WH_1005,252.47,6,1438.69
Busan-WH_1006,286.15,16,431.67
Busan-WH_1007,322.29,1,1364.54
Busan-WH_1008,297.99,12,1022.11
Busan-WH_1009,315.43,10,875.92
Busan-WH_1010,299.47,19,967.5
Busan-WH_1011,295.0,10,1495.21
Busan-WH_1012,297.18,16,477.02
Busan-WH_1013,310.78,11,146.07
Busan-WH_1014,279.14,7,1413.1
Busan-WH_1015,276.97,5,371.74
Busan-WH_1016,263.38,8,1354.77
Busan-WH_1017,293.86,18,1405.32
Busan-WH_1018,281.81,18,1377.1
Busan-WH_1019,288.86,14,566.56
Busan-WH_1020,291.54,13,541.85
Busan-WH_1021,304.83,5,303.98
Busan-WH_1022,275.85,7,1446.9
Busan-WH_1023,281.53,16,868.54
Busan-WH_1024,288.52,2,1162.35
Busan-WH_1025,260.48,8,1313.27
Busan-WH_1026,304.23,10,1016.02
Busan-WH_1027,279.79,13,552.48
Busan-WH_1028,290.03,13,300.08
Busan-WH_1029,301.07,14,438.77
Busan-WH_1030,279.19,15,1497.68
Busan-WH_1031,269.67,16,186.1
Busan-WH_1032,316.82,18,1442.06
Busan-WH_1033,289.91,13,1220.87
Busan-WH_1034,258.17,17,575.59
Busan-WH_1035,268.59,17,114.85
Busan-WH_1036,267.65,2,907.31
Busan-WH_1037,310.1,6,621.93
Busan-WH_1038,293.32,3,1200.61
Busan-WH_1039,272.67,2,1244.16
Busan-WH_1040,297.83,10,347.66
Busan-WH_1041,284.37,9,799.92
Busan-WH_1042,261.6,7,603.96
Busan-WH_1043,320.78,10,340.93
Busan-WH_1044,291.98,7,504.78
Busan-WH_1045,309.01,11,934.76
Busan-WH_1046,288.23,6,1234.2
Busan-WH_1047,278.01,3,827.32
Busan-WH_1048,276.84,4,341.39
Busan-WH_1049,295.89,9,528.88
Busan-WH_1050,281.47,10,1047.25
Busan-WH_1051,288.47,2,984.92
Busan-WH_1052,298.91,17,160.1
Busan-WH_1053,284.61,19,308.81
Busan-WH_1054,301.49,6,657.04
Busan-WH_1055,313.36,3,852.12
Busan-WH_1056,276.15,18,498.48
Busan-WH_1057,291.15,8,1293.38
Busan-WH_1058,304.11,15,507.36
Busan-WH_1059,288.81,18,770.69
Busan-WH_1060,282.24,16,863.44
Busan-WH_1061,286.88,2,513.58
Busan-WH_1062,308.94,10,931.97
Busan-WH_1063,293.24,12,1033.53
Busan-WH_1064,311.87,14,1462.46
Busan-WH_1065,296.61,5,756.87
Busan-WH_1066,289.87,1,207.21
Busan-WH_1067,284.15,11,1397.81
Busan-WH_1068,274.85,12,343.13
Busan-WH_1069,313.37,12,389.9
Busan-WH_1070,307.09,4,1215.4
Busan-WH_1071,280.16,19,544.83
Busan-WH_1072,267.75,9,1012.36
Busan-WH_1073,283.31,4,124.56
Busan-WH_1074,278.61,13,554.34
Busan-WH_1075,280.9,15,914.38
Busan-WH_1076,285.46,9,452.24
Busan-WH_1077,306.16,17,1200.25
Busan-WH_1078,289.03,8,399.9
Busan-WH_1079,290.02,8,469.77
Busan-WH_1080,269.36,15,375.15
Busan-WH_1081,321.26,9,417.06
Busan-WH_1082,297.1,9,569.46
Busan-WH_1083,318.4,14,536.95
Busan-WH_1084,257.22,11,681.31
Busan-WH_1085,284.85,16,1015.78
Busan-WH_1086,326.93,16,775.95
Busan-WH_1087,296.38,12,442.47
Busan-WH_1088,253.6,17,847.13
Busan-WH_1089,300.13,13,1072.28
Busan-WH_1090,280.45,17,770.51
Busan-WH_1091,304.8,14,586.73
Busan-WH_1092,285.15,10,893.09
Busan-WH_1093,269.26,11,1444.72
Busan-WH_1094,260.11,7,794.83
Busan-WH_1095,258.99,9,427.71
Busan-WH_1096,287.46,9,108.87
Busan-WH_1097,293.37,12,1256.03
Busan-WH_1098,296.68,5,375.07
Busan-WH_1099,281.56,13,1046.18
Busan-WH_1100,300.01,19,792.32
Busan-WH_1101,288.35,11,1452.16
Busan-WH_1102,294.66,15,445.75
Busan-WH_1103,280.82,1,1286.88
Busan-WH_1104,293.5,19,664.15
Busan-WH_1105,294.84,7,170.47
Busan-WH_1106,263.57,17,914.79
Busan-WH_1107,296.86,6,1341.67
Busan-WH_1108,255.23,17,214.0
Busan-WH_1109,264.24,13,1021.27
Busan-WH_1110,287.3,12,1295.73
Busan-WH_1111,315.06,15,1067.26
Busan-WH_1112,279.07,15,941.62
Busan-WH_1113,268.62,11,437.6
Busan-WH_1114,287.73,15,344.43
Busan-WH_1115,290.49,19,1012.44
Busan-WH_1116,273.21,18,545.04
Busan-WH_1117,262.85,8,386.32
Busan-WH_1118,274.06,15,1465.71
Busan-WH_1119,267.84,8,613.82
Busan-WH_1120,271.86,3,992.84
Busan-WH_1121,276.71,18,424.35
Busan-WH_1122,291.04,14,1300.44
Busan-WH_1123,280.17,7,1374.18
Busan-WH_1124,289.11,8,1234.31
Busan-WH_1125,281.23,18,986.29
Busan-WH_1126,283.08,12,1087.88
Busan-WH_1127,287.39,12,832.64
Busan-WH_1128,272.05,9,362.91
Busan-WH_1129,299.77,8,1349.07
Busan-WH_1130,319.64,4,1407.04
Busan-WH_1131,288.37,14,1459.29
Busan-WH_1132,261.92,3,116.66
Busan-WH_1133,280.66,1,297.26
Busan-WH_1134,305.14,3,995.8
Busan-WH_1135,283.52,6,191.07
Busan-WH_1136,275.21,14,114.63
Busan-WH_1137,271.68,2,291.07
Busan-WH_1138,299.26,3,743.6
Busan-WH_1139,320.05,3,819.77
Busan-WH_1140,279.28,1,1498.34
Busan-WH_1141,296.47,10,585.88
Busan-WH_1142,284.29,15,756.74
Busan-WH_1143,299.95,8,1084.64
Busan-WH_1144,311.99,5,1310.53
Busan-WH_1145,280.89,1,1031.26
Busan-WH_1146,302.16,3,1123.64
Busan-WH_1147,274.19,6,460.53
Busan-WH_1148,247.46,16,679.36
Busan-WH_1149,321.28,4,341.97
Busan-WH_1150,277.05,6,131.53
Busan-WH_1151,275.18,13,709.96
Busan-WH_1152,290.3,7,112.18
Busan-WH_1153,285.26,9,1377.14
Busan-WH_1154,287.87,11,503.44
Busan-WH_1155,297.27,6,1475.15
Busan-WH_1156,285.13,12,254.23
Busan-WH_1157,271.16,7,1236.73
Busan-WH_1158,294.1,18,485.98
Busan-WH_1159,252.75,3,1262.48
Busan-WH_1160,268.14,14,1373.64
Busan-WH_1161,306.06,3,1070.07
Busan-WH_1162,256.2,18,465.9
Busan-WH_1163,289.11,13,332.02
Busan-WH_1164,290.29,17,763.78
Busan-WH_1165,288.1,9,1131.41
Busan-WH_1166,300.01,10,706.57
Busan-WH_1167,302.72,15,547.36
Busan-WH_1168,286.89,13,516.39
Busan-WH_1169,268.17,16,333.71
Busan-WH_1170,284.69,19,846.21
Busan-WH_1171,278.47,6,731.0
Busan-WH_1172,274.89,16,1168.09
Busan-WH_1173,279.49,4,193.5
Busan-WH_1174,277.27,4,865.24
Busan-WH_1175,287.22,14,197.02
Busan-WH_1176,294.71,19,683.94
Busan-WH_1177,277.05,7,1433.67
Busan-WH_1178,293.26,13,709.56
Busan-WH_1179,299.26,9,1033.03
Busan-WH_1180,303.25,11,1341.0
Busan-WH_1181,271.96,3,986.81
Busan-WH_1182,262.22,8,226.81
Busan-WH_1183,287.49,5,1103.04
Busan-WH_1184,289.14,6,1471.26
Busan-WH_1185,267.65,7,125.95
Busan-WH_1186,284.78,17,1176.7
Busan-WH_1187,285.59,13,1182.6
Busan-WH_1188,271.72,11,343.14
Busan-WH_1189,300.72,18,823.11
Busan-WH_1190,284.66,10,1454.8
Busan-WH_1191,308.23,13,232.26
Busan-WH_1192,290.42,3,638.88
Busan-WH_1193,292.76,15,425.15
Busan-WH_1194,284.21,9,1125.91
Busan-WH_1195,280.68,19,333.58
Busan-WH_1196,298.28,5,1167.04
Busan-WH_1197,283.89,8,308.99
Busan-WH_1198,284.33,14,557.43
Busan-WH_1199,279.55,5,561.44
Busan-WH_1200,308.6,6,961.82
Busan-WH_1201,280.03,5,441.62
Busan-WH_1202,296.69,5,1322.71
Busan-WH_1203,264.47,17,543.73
Busan-WH_1204,300.29,1,765.33
Busan-WH_1205,280.54,10,1394.28
Busan-WH_1206,281.65,16,1230.62
Busan-WH_1207,291.41,10,1393.72
Busan-WH_1208,260.71,8,981.11
Busan-WH_1209,301.09,2,207.58
Busan-WH_1210,294.11,8,320.05
Busan-WH_1211,315.3,19,1375.66
Busan-WH_1212,271.85,10,1492.35
Busan-WH_1213,298.29,12,770.9
Busan-WH_1214,281.79,17,969.8
Busan-WH_1215,264.19,13,980.35
Busan-WH_1216,287.06,6,563.68
Busan-WH_1217,310.84,19,1049.93
Busan-WH_1218,263.85,12,267.65
Busan-WH_1219,296.1,15,496.89
Busan-WH_1220,283.16,9,490.42
Busan-WH_1221,293.23,15,393.69
Busan-WH_1222,282.9,9,444.07
Busan-WH_1223,285.22,18,620.82
Busan-WH_1224,306.69,8,127.23
Busan-WH_1225,273.05,2,1284.88
Busan-WH_1226,292.98,15,305.0
Busan-WH_1227,297.94,10,189.74
Busan-WH_1228,297.02,18,1071.68
Busan-WH_1229,285.19,7,1195.75
Busan-WH_1230,292.53,17,1436.72
Busan-WH_1231,280.75,6,368.4
Busan-WH_1232,288.22,1,565.35
Busan-WH_1233,307.28,5,915.92
Busan-WH_1234,266.74,7,1290.14
Busan-WH_1235,288.87,13,329.74
Busan-WH_1236,302.73,10,1033.72
Busan-WH_1237,295.45,19,443.99
Busan-WH_1238,267.15,15,619.86
Busan-WH_1239,296.56,10,354.05
Busan-WH_1240,286.06,10,515.67
Busan-WH_1241,251.5,14,106.14
Busan-WH_1242,300.0,12,763.64
Busan-WH_1243,306.87,14,1424.92
Busan-WH_1244,284.37,19,1364.26
Busan-WH_1245,261.28,12,532.82
Busan-WH_1246,279.25,9,1334.58
Busan-WH_1247,294.97,5,155.54
Busan-WH_1248,288.33,10,932.68
Busan-WH_1249,273.43,15,264.33
Busan-WH_1250,270.51,15,1211.11
Busan-WH_1251,253.04,3,463.0
Busan-WH_1252,285.72,4,1464.61
Busan-WH_1253,303.65,14,1218.72
Busan-WH_1254,273.19,9,856.78
Busan-WH_1255,266.96,3,1306.72
Busan-WH_1256,281.89,7,106.84
Busan-WH_1257,283.06,18,1057.49
Busan-WH_1258,283.46,9,143.85
Busan-WH_1259,279.27,7,558.38
Busan-WH_1260,295.54,2,1405.54
Busan-WH_1261,290.38,8,475.94
Busan-WH_1262,278.94,1,1019.69
Busan-WH_1263,300.47,14,548.87
Busan-WH_1264,295.37,8,1032.93
Busan-WH_1265,275.2,14,777.1
Busan-WH_1266,297.29,9,154.42
Busan-WH_1267,297.87,6,1213.75
Busan-WH_1268,285.85,13,1109.67
Busan-WH_1269,294.1,12,1480.97
Busan-WH_1270,276.39,8,1144.12
Busan-WH_1271,321.91,19,1081.6
Busan-WH_1272,276.15,13,652.71
Busan-WH_1273,304.02,12,1090.68
Busan-WH_1274,306.42,1,1267.77
Busan-WH_1275,309.6,8,1337.47
Busan-WH_1276,277.34,3,338.79
Busan-WH_1277,269.22,17,928.98
Busan-WH_1278,298.25,5,873.71
Busan-WH_1279,272.08,19,640.2
Busan-WH_1280,281.17,1,901.49
Busan-WH_1281,317.6,2,961.56
Busan-WH_1282,281.2,1,811.25
Busan-WH_1283,285.65,10,899.14
Busan-WH_1284,276.83,5,868.73
Busan-WH_1285,296.78,3,552.37
Busan-WH_1286,315.87,5,1197.18
Busan-WH_1287,281.41,9,989.78
Busan-WH_1288,304.22,17,758.04
Busan-WH_1289,281.93,8,690.34
Busan-WH_1290,281.02,17,259.13
Busan-WH_1291,288.49,10,300.52
Busan-WH_1292,244.9,13,641.85
Busan-WH_1293,275.89,15,800.92
Busan-WH_1294,300.87,13,253.8
Busan-WH_1295,300.75,10,152.75
Busan-WH_1296,282.54,15,388.56
Busan-WH_1297,282.02,16,1355.72
Busan-WH_1298,262.0,2,847.83
Busan-WH_1299,282.31,9,597.54
Busan-WH_1300,285.8,10,262.9
Busan-WH_1301,284.71,14,1108.19
Busan-WH_1302,292.14,17,351.96
Busan-WH_1303,313.63,5,998.0
Busan-WH_1304,283.49,11,717.99
Busan-WH_1305,275.64,8,640.79
Busan-WH_1306,277.53,2,493.13
Busan-WH_1307,289.0,4,407.13
Busan-WH_1308,269.89,17,1206.42
Busan-WH_1309,311.25,10,173.73
Busan-WH_1310,291.7,11,422.93
Busan-WH_1311,277.75,12,578.72
Busan-WH_1312,272.62,4,251.77
Busan-WH_1313,280.69,3,194.79
Busan-WH_1314,271.94,11,855.99
Busan-WH_1315,282.01,6,980.21
Busan-WH_1316,275.83,8,1346.54
Busan-WH_1317,244.94,19,720.88
Busan-WH_1318,311.09,4,577.11
Busan-WH_1319,309.9,8,544.97
Busan-WH_1320,295.97,7,483.66
Busan-WH_1321,272.77,19,675.98
Busan-WH_1322,258.5,16,648.18
Busan-WH_1323,306.69,3,891.13
Busan-WH_1324,301.73,17,1409.43
Busan-WH_1325,296.0,5,695.45
Busan-WH_1326,314.4,7,1161.29
Busan-WH_1327,299.33,10,479.38
Busan-WH_1328,267.67,14,347.33
Busan-WH_1329,263.63,4,1111.45
Busan-WH_1330,265.55,7,1170.52
Busan-WH_1331,297.86,7,1306.51
Busan-WH_1332,290.26,18,1441.68
Busan-WH_1333,262.59,19,309.3
Busan-WH_1334,287.02,13,918.34
Busan-WH_1335,256.97,15,978.47
Busan-WH_1336,271.54,1,584.36
Busan-WH_1337,325.17,8,1189.02
Busan-WH_1338,304.15,3,633.45
Busan-WH_1339,277.1,13,532.13
Busan-WH_1340,290.57,9,1281.38
Busan-WH_1341,265.24,2,752.1
Busan-WH_1342,270.95,2,1034.5
Busan-WH_1343,276.46,8,878.54
Busan-WH_1344,272.54,7,212.14
Busan-WH_1345,278.12,6,234.45
Busan-WH_1346,296.85,8,1050.77
Busan-WH_1347,297.75,19,526.47
Busan-WH_1348,293.19,13,941.06
Busan-WH_1349,261.21,17,1407.83
Busan-WH_1350,280.21,7,396.82
Busan-WH_1351,309.69,17,1375.85
Busan-WH_1352,303.86,10,188.09
Busan-WH_1353,312.32,6,741.47
Busan-WH_1354,263.27,5,1333.89
Busan-WH_1355,296.05,16,513.33
Busan-WH_1356,321.64,2,1360.14
Busan-WH_1357,319.67,13,530.81
Busan-WH_1358,324.02,7,831.85
Busan-WH_1359,310.83,2,801.88
Busan-WH_1360,304.93,15,1162.79
Busan-WH_1361,308.08,9,1375.79
Busan-WH_1362,315.92,3,490.42
Busan-WH_1363,312.44,5,1276.09
Busan-WH_1364,290.97,11,171.0
Busan-WH_1365,289.07,18,1435.22
Busan-WH_1366,308.26,10,1364.82
Busan-WH_1367,279.63,1,591.4
Busan-WH_1368,304.07,14,920.18
Busan-WH_1369,260.23,1,795.15
Busan-WH_1370,292.18,1,1185.39
Busan-WH_1371,293.78,10,529.06
Busan-WH_1372,301.38,6,1281.37
Busan-WH_1373,305.53,13,792.85
Busan-WH_1374,317.28,6,107.87
Busan-WH_1375,323.85,1,655.8
Busan-WH_1376,285.98,15,606.7
Busan-WH_1377,309.56,3,136.03
Busan-WH_1378,311.24,13,1109.05
Busan-WH_1379,304.79,5,240.84
Busan-WH_1380,321.69,1,624.6
Busan-WH_1381,299.56,2,778.85
Busan-WH_1382,314.08,15,989.4
Busan-WH_1383,309.06,17,815.3
Busan-WH_1384,283.46,15,908.29
Busan-WH_1385,295.44,8,1132.27
Busan-WH_1386,291.29,11,1132.91
Busan-WH_1387,287.09,4,135.59
Busan-WH_1388,298.34,12,1038.93
Busan-WH_1389,325.01,19,592.59
Busan-WH_1390,318.48,14,784.67
Busan-WH_1391,311.8,13,609.54
Busan-WH_1392,296.53,14,472.58
Busan-WH_1393,308.26,16,979.13
Busan-WH_1394,293.33,11,315.18
Busan-WH_1395,324.63,18,533.75
Busan-WH_1396,290.6,13,563.87
Busan-WH_1397,318.94,9,1447.86
Busan-WH_1398,325.95,5,893.35
Busan-WH_1399,317.46,7,1047.21
Busan-WH_1400,310.3,5,1368.89
Busan-WH_1401,324.26,17,1298.37
Busan-WH_1402,315.13,9,169.05
Busan-WH_1403,279.11,5,1151.76
Busan-WH_1404,312.98,12,427.71
Busan-WH_1405,311.1,12,587.31
Busan-WH_1406,200.77,5,1104.6
Busan-WH_1407,229.33,2,980.22
Busan-WH_1408,202.48,8,342.94
Busan-WH_1409,196.19,1,1317.54
Busan-WH_1410,210.8,3,424.43
Busan-WH_1411,192.91,13,1393.79
Busan-WH_1412,214.65,6,1118.46
Busan-WH_1413,224.69,5,362.84
Busan-WH_1414,234.27,4,565.09
Busan-WH_1415,222.03,9,713.61
Busan-WH_1416,217.09,9,1001.39
Busan-WH_1417,200.22,12,1252.37
Busan-WH_1418,233.71,8,602.14
Busan-WH_1419,191.89,3,969.33
Busan-WH_1420,207.51,4,1074.28
Busan-WH_1421,229.89,11,359.04
Busan-WH_1422,206.01,10,1048.45
Busan-WH_1423,206.31,4,1297.32
Busan-WH_1424,256.22,10,823.23
Busan-WH_1425,215.42,9,646.93
Busan-WH_1426,211.45,3,172.1
Busan-WH_1427,226.9,9,1115.94
Busan-WH_1428,204.84,17,1081.65
Busan-WH_1429,200.23,6,722.69
Busan-WH_1430,233.53,11,1424.92
Busan-WH_1431,202.86,15,1013.24
Busan-WH_1432,201.11,4,1031.35
Busan-WH_1433,234.29,9,1296.1
Busan-WH_1434,204.92,15,754.98
Busan-WH_1435,208.74,16,505.97
Busan-WH_1436,243.9,2,254.18
Busan-WH_1437,227.33,8,101.65
Busan-WH_1438,227.33,14,238.98
Busan-WH_1439,221.26,18,1438.52
Busan-WH_1440,208.67,2,1428.73
Busan-WH_1441,242.49,7,965.51
Busan-WH_1442,220.25,15,1386.02
Busan-WH_1443,210.12,13,1016.77
Busan-WH_1444,214.57,12,716.62
Busan-WH_1445,205.03,5,1153.93
Busan-WH_1446,216.11,8,1042.8
Busan-WH_1447,235.51,19,362.16
Busan-WH_1448,209.0,17,534.34
Busan-WH_1449,255.85,15,560.1
Busan-WH_1450,218.62,9,721.78
Busan-WH_1451,197.89,8,1341.64
Busan-WH_1452,237.54,3,1059.46
Busan-WH_1453,226.23,5,1481.81
Busan-WH_1454,205.66,19,308.01
Busan-WH_1455,236.34,17,408.81
Busan-WH_1456,221.32,15,1326.38
Busan-WH_1457,225.01,1,435.32
Busan-WH_1458,228.43,19,1322.96
Busan-WH_1459,199.44,16,608.86
Busan-WH_1460,215.24,17,1486.93
Busan-WH_1461,210.91,9,523.57
Busan-WH_1462,246.26,18,140.66
Busan-WH_1463,226.09,18,418.21
Busan-WH_1464,217.52,18,267.99
Busan-WH_1465,226.23,4,899.4
Busan-WH_1466,244.33,18,1488.02
Busan-WH_1467,238.65,1,521.2
Busan-WH_1468,195.37,2,1098.36
Busan-WH_1469,215.37,11,1295.87
Busan-WH_1470,220.99,4,712.16
Busan-WH_1471,240.5,7,1371.59
Busan-WH_1472,231.18,11,236.62
Busan-WH_1473,203.27,14,872.37
Busan-WH_1474,210.69,14,651.19
Busan-WH_1475,215.24,18,1099.77
Busan-WH_1476,231.0,14,770.23
Busan-WH_1477,217.91,16,475.45
Busan-WH_1478,218.18,2,1128.95
Busan-WH_1479,237.84,15,1024.28
Busan-WH_1480,220.86,15,404.49
Busan-WH_1481,217.86,18,1065.46
Busan-WH_1482,195.46,15,561.85
Busan-WH_1483,223.97,2,939.96
Busan-WH_1484,222.09,19,1070.07
Busan-WH_1485,245.35,1,793.13
Busan-WH_1486,195.8,8,810.56
Busan-WH_1487,201.95,1,260.18
Busan-WH_1488,254.95,16,1486.23
Busan-WH_1489,245.65,3,674.96
Busan-WH_1490,254.87,17,566.89
Busan-WH_1491,248.92,9,265.29
Busan-WH_1492,249.17,19,607.92
Busan-WH_1493,244.23,3,282.66
Busan-WH_1494,253.59,4,450.35
Busan-WH_1495,245.09,9,821.16
Busan-WH_1496,273.31,18,313.69
Busan-WH_1497,234.16,13,922.97
Busan-WH_1498,268.01,15,875.81
Busan-WH_1499,245.45,17,903.72
Busan-WH_1500,261.16,5,977.61
Busan-WH_1501,259.58,2,1479.83
Busan-WH_1502,261.44,12,1498.91
Busan-WH_1503,280.54,11,416.14
Busan-WH_1504,274.88,1,1321.59
Busan-WH_1505,285.47,11,790.24
Busan-WH_1506,271.23,4,1208.74
Busan-WH_1507,255.32,16,1358.15
Busan-WH_1508,257.62,10,613.76
Busan-WH_1509,279.56,5,114.38
Busan-WH_1510,255.39,19,1136.26
Busan-WH_1511,248.94,7,296.61
Busan-WH_1512,247.68,6,1251.79
Busan-WH_1513,272.24,5,163.84
Busan-WH_1514,228.69,18,342.63
Busan-WH_1515,259.1,19,339.34
Busan-WH_1516,238.22,5,587.23
Busan-WH_1517,253.93,14,823.48
Busan-WH_1518,253.97,2,1386.24
Busan-WH_1519,245.62,15,107.48
Busan-WH_1520,233.9,10,1117.99
Busan-WH_1521,252.64,2,1232.96
Busan-WH_1522,259.45,5,944.74
Busan-WH_1523,273.9,14,817.72
Busan-WH_1524,246.73,13,972.18
Busan-WH_1525,259.64,11,818.02
Busan-WH_1526,254.73,11,273.44
Busan-WH_1527,200.76,12,162.73
Busan-WH_1528,242.2,15,1419.0
Busan-WH_1529,252.19,16,367.1
Busan-WH_1530,257.32,6,145.46
Busan-WH_1531,262.35,9,1233.44
Busan-WH_1532,236.06,13,1387.97
Busan-WH_1533,260.56,4,1246.35
Busan-WH_1534,280.26,6,231.38
Busan-WH_1535,259.18,4,1051.7
